Codigo,Denominacion,Costo,umcompra,CategoriaId,descripcion
583,P05M-Mecanismo P/P05,30.0000,Unidad,70,
584,P06SGPD-Pivot Sup Chi S/Vuelo PD,99.6800,Unidad,70,
585,P06SGPI-Pivot Sup Chi S/Vuelo PI,99.6800,Unidad,70,
586,P06PD-Pivot Sup Gra S/Vuelo PD,90.0400,Unidad,70,
587,P06PI-Pivot Sup Gra S/Vuelo PI,90.0400,Unidad,70,
588,P07SGPD-Pivot Sup Chi S/Vuelo Exce PD,96.3500,Unidad,70,
589,P07SGPI-Pivot Sup Chi S/Vuelo Exce PI,96.3500,Unidad,70,
590,P07PD-Pivot Sup Gra S/Vuelo Exce PD,87.1700,Unidad,70,
591,P07PI-Pivot Sup Gra S/Vuelo Exce PI,87.1700,Unidad,70,
592,P16P-Pivot Libre P/Piso P,22.8600,Unidad,70,
593,P05M-Mecanismo P/P05,30.0000,Unidad,70,
594,EAL-Equipo Automatico Liviano,13020.0000,Unidad,70,
595,Frente Flexible 1 Curva Ml ,1600.0000,Unidad,70,
596,P10ASGP-Pivot C/Carro P/Ptas Hasta 50kg P ,119.3000,Unidad,71,
597,P10AP-Pivot C/Carro P/Ptas Hasta 100kg P ,165.0700,Unidad,71,
598,P31P-Guia P/Ptas Corredizas P,50.5400,Unidad,71,
599,P30-Tope P/Perfil Roma,21.6900,Unidad,71,
600,P38BP-Articulado Inf/Sup P/Pleg C/Pasa P ,391.2700,Unidad,72,
601,P39PD-Articulado Sup C/Carro P/Pleg PD,441.6700,Unidad,72,
602,P39PI-Articulado Sup C/Carro P/Pleg PI,441.6700,Unidad,72,
603,P40PD-Articulado Inf C/Patin P/Pleg PD,383.1000,Unidad,72,
604,P40PI-Articulado Inf C/Patin P/Pleg PD,383.1000,Unidad,72,
605,P41PD-Pivot Inf Esqui Gra C/Patin P/Pleg PD,154.0200,Unidad,72,
606,P41PI-Pivot Inf Esqui Gra C/Patin P/Pleg PI,154.0200,Unidad,72,
607,P41APD-Pivot Inf Esqui Chi C/Patin P/Pleg PD,77.0200,Unidad,72,
608,P41API-Pivot Inf Esqui Chi C/Patin P/Pleg PI,77.0200,Unidad,72,
609,P41BPD-Pivot Sup C/Carro P/Pleg PD,215.9500,Unidad,72,
610,P41BPI-Pivot Sup C/Carro P/Pleg PI,215.9500,Unidad,72,
611,P17SGBPD-Cerradura Inf/Sup Chi A Piso PD,127.8700,Unidad,73,
612,P17SGBPI-Cerradura Inf/Sup Chi A Piso PI,127.8700,Unidad,73,
613,P17BPD-Cerradura Inf/Sup Gra A Piso PD,147.4300,Unidad,73,
614,P17BPI-Cerradura Inf/Sup Gra A Piso PI,147.4300,Unidad,73,
615,P21AP-Cerradura Inf/Sup Cerrojo Esqui P,136.4600,Unidad,73,
616,P17MBSG-Mecanismo P/P17sg A Piso,78.5600,Unidad,73,
617,P17BM-Mecanismo P/P17b A Piso,77.1300,Unidad,73,
618,P08P-Bisagra P/Ptas Hasta 50kg P,105.5100,Unidad,74,
619,P58P-Bisagra A Muro S/Traba P,135.2700,Unidad,74,
620,P58DP-Bisagra Vidrio/Vidrio S/Traba P,142.8600,Unidad,74,
621,P63AP-Bisagra A Muro C/Traba P,231.4600,Unidad,74,
622,P63BP-Bisagra Vidrio/Vidrio C/Traba P C/U,191.7900,Unidad,74,
623,F41P-Pivot P/Ban Basculante P,47.4800,Unidad,75,
624,F42PD-Buje P/Ban Basculante PD,56.7000,Unidad,75,
625,F42PI-Buje P/Ban Basculante PI,56.7000,Unidad,75,
626,F42AP-Buje P/Ban Basculante C/Cvc P,96.4300,Unidad,75,
627,P18P-Cerradura Cen Schlage C/Traba Int P,255.1300,Unidad,76,
628,P34P-Cerradura Montante Simple Accion P ,133.9900,Unidad,76,(Incluye Cerradura Y Contra A Vidrio)
629,P51SGPD-Cerradura Cen Chi PD,145.4500,Unidad,76,
630,P51SGPI-Cerradura Cen Chi PI,145.4500,Unidad,76,
631,P17MSG-Mecanismo P/P17SG/P51SG A Muro,78.5600,Unidad,76,
632,P53BPD-Cerradura Cen C/Tir Meta P/Pleg PD,477.1200,Unidad,76,
633,P53BPI-Cerradura Cen C/Tir Meta P/Pleg PI,477.1200,Unidad,76,
634,P55APD-Cerradura Cen S/Tir PD,258.8600,Unidad,76,
635,P55API-Cerradura Cen S/Tir PI,258.8600,Unidad,76,
636,P55NPD-Cerradura Cen S/Tir P/PE PD,418.9200,Unidad,76,
637,P55NPI-Cerradura Cen S/Tir P/Pe PI,418.9200,Unidad,76,
638,F28P-Contrapasa P/P22 P ,70.3100,Unidad,77,
639,F34P-Contracerr C/Bat P/P18 P ,74.3400,Unidad,77,
640,F35P-Contracerr P/P49 P,47.0100,Unidad,77,
641,F44P-Contrapasa P/F43 P ,55.8400,Unidad,77,
642,P35P-Pasador Montante Simple Accion P ,75.0500,Unidad,77,
643,P35AP-Contrapasa Montante P/P35 P ,66.4100,Unidad,77,
644,P65P-Contracerr C/Bat P/P51 P ,84.1400,Unidad,77,
645,P66P-Contracerr A Muro C/Bat P/P51SG P,12.5700,Unidad,77,
646,P56AP-Contracerr P55A P ,192.0000,Unidad,77,
647,P56NPD-Contracerr S/Tir C/Bat P/P55N PD,296.7000,Unidad,77,
648,P56NPI-Contracerr S/Tir C/Bat P/P55N PI,296.7000,Unidad,77,
649,P57BP-Contracerr A Muro P/P53A O P55A P,32.7100,Unidad,77,
650,P57NPD-Contracerr C/Bat Y Pe P/P53N/P55N PD,110.2700,Unidad,77,
651,P57NPI-Contracerr C/Bat Y PE P/P53N/P55N PI,110.2700,Unidad,77,
652,F01SGPD-Sosten Ban Chi C/Vuelo Y Amure PD,83.0800,Unidad,78,
653,F01SGPI-Sosten Ban Chi C/Vuelo Y Amure PI,83.0800,Unidad,78,
654,F01PD-Sosten Ban Gra C/Vuelo Y Amure PD,114.9200,Unidad,78,
655,F01PI-Sosten Ban Gra C/Vuelo Y Amure PI,114.9200,Unidad,78,
656,F02PD-Sosten Ban S/Vuelo Y A Mure PD,84.4200,Unidad,78,
657,F02PI-Sosten Ban S/Vuelo Y A Mure PI,84.4200,Unidad,78,
658,F03PD-Sosten Ban C/Vuelo Exce Y Amure PD,84.4200,Unidad,78,
659,F03PI-Sosten Ban C/Vuelo Exce Y Amure PI,84.4200,Unidad,78,
660,F09SGPD-Sosten Ban Chi C/Vuelo. PF Y Cvc PD,186.2100,Unidad,78,
661,F09SGPI-Sosten Ban Chi C/Vuelo. PF Y Cvc PI,186.2100,Unidad,78,
662,F09PD-Sosten Ban Gra C/Vuelo. PF Y Cvc PD,194.0400,Unidad,78,
663,F09PI-Sosten Ban Gra C/Vuelo. PF Y Cvc PI,194.0400,Unidad,78,
664,F10SGPD-Sosten Ban Chi C/Vuelo. PF Y Cvl PD,202.4300,Unidad,78,
665,F10SGPI-Sosten Ban Chi C/Vuelo. PF Y Cvl PI,202.4300,Unidad,78,
666,F10PD-Sosten Ban Gra C/Vuelo. PF Y Cvl PD,175.6200,Unidad,78,
667,F10PI-Sosten Ban Gra C/Vuelo. PF Y Cvl PI,175.6200,Unidad,78,
668,F11SGP-Sosten Ban Doble Chi C/Vuelo Y Cvc P,257.6200,Unidad,78,
669,F11P-Sosten Ban Doble Gra C/Vuelo Y Cvc P,354.8000,Unidad,78,
670,F38PD-Sosten Ban C/Vuelo Y 1 PF A 90º PD,163.8100,Unidad,78,
671,F38PI-Sosten Ban C/Vuelo Y 1 PF A 90º PI,163.8100,Unidad,78,
672,F38APD-Sosten Ban C/Vuelo Y 1 PF A 90º C/Tr PD,163.8100,Unidad,78,
673,F38API-Sosten Ban C/Vuelo Y 1 PF A 90º C/Tr PI,163.8100,Unidad,78,
674,F45SGPD-Sosten Ban Chi C/Vuelo PD,164.5500,Unidad,78,
675,F45SGPI-Sosten Ban Chi C/Vuelo PI,164.5500,Unidad,78,
676,F45PD-Sosten Ban Gra C/Vuelo PD,188.6800,Unidad,78,
677,F45PI-Sosten Ban Gra C/Vuelo PI,188.6800,Unidad,78,
678,P11P-Buje Sup C/Amure A Dintel P,15.0600,Unidad,78,
679,F46AC-F46AC-Soporte Araña 1 Via Cromado ,212.2900,Unidad,79,
680,F46BC-F46BC-Soporte Araña 2 Vias Cromado ,223.5300,Unidad,79,
681,F46CC-Soporte Araña 3 Vias C/U ,249.6100,Unidad,79,
682,F46DC-F46DC-Soporte Araña 4 Vias Cromado ,296.2900,Unidad,79,
683,F47-F47C-Rotula Para Soporte Araña Cromado ,107.5600,Unidad,79,
684,F04P-Soporte Simple A Muro P,38.5300,Unidad,80,
685,F07P-Soporte 2 Cris C/Amure P,70.5500,Unidad,80,
686,F08P-Soporte 2 Cris Y Cv C/Amure P,107.2200,Unidad,80,
687,F12P-Soporte 4 Cris P ,134.8900,Unidad,80,
688,F13P-Soporte 4 Cris Y Cvc P,167.7100,Unidad,80,
689,F14P-Soporte 4 Cris Y Cvl P ,209.1300,Unidad,80,
690,F15PD-Soporte 3 Cris Y Cvc PD,157.2100,Unidad,80,
691,F15PI-Soporte 3 Cris Y Cvc PI,157.2100,Unidad,80,
692,F15APD-Soporte 3 Cris Y Cvc P/Bas PD,144.1000,Unidad,80,
693,F15API-Soporte 3 Cris Y Cvc P/Bas PI,144.1000,Unidad,80,
694,F15BPD-Soporte 3 Cris Y Cvc P/Bas C/Bat PD,168.1200,Unidad,80,
695,F15BPI-Soporte 3 Cris Y Cvc P/Bas C/Bat PI,168.1200,Unidad,80,
696,F16PD-Soporte 3 Cris Y Cvl PdD,173.9700,Unidad,80,
697,F16PI-Soporte 3 Cris Y Cvl PI,173.9700,Unidad,80,
698,F17PD-Soporte 3 Cris Y Cvc C/Bat Con PD,156.2900,Unidad,80,
699,F17PI-Soporte 3 Cris Y Cvc C/Bat Con PI,156.2900,Unidad,80,
700,F17BPD-Soporte 3 Cris Y Cvc C/Bat Ado PD,141.5600,Unidad,80,
701,F17BPI-Soporte 3 Cris Y Cvc C/Bat Ado PI,141.5600,Unidad,80,
702,F18PD-Soporte 3 Cris Y Cvl C/Bat Con PD,175.2500,Unidad,80,
703,F18PI-Soporte 3 Cris Y Cvl C/Bat Con PI,175.2500,Unidad,80,
704,F18BPD-Soporte 3 Cris Y Cvl C/Bat Ado PD,158.1500,Unidad,80,
705,F18BPI-Soporte 3 Cris Y Cvl C/Bat Ado PI,158.1500,Unidad,80,
706,F19P-Soporte 2 Cris P ,69.9000,Unidad,80,
707,F20P-Soporte 3 Cris C/Bat Con P,119.5700,Unidad,80,
708,F20AP-Soporte 3 Cris P,99.7600,Unidad,80,
709,F20BP-Soporte 3 Cris C/Bat Ado P ,131.2900,Unidad,80,
710,F21P-Soporte 2 Cris Nucleo Cerrado P,65.4600,Unidad,80,
711,F22P-Soporte 2 Cris A 90º C/Amure P,108.0800,Unidad,80,
712,F22AP-Soporte Cris A 90º S/Amure P,84.3800,Unidad,80,
713,F23P-Soporte 4 Cris A 90º P,276.4200,Unidad,80,
714,F23BP-Soporte 4 Cris A 90º C/Tr P ,286.8100,Unidad,80,
715,F23CPD-Soporte 3 Cris A 90º C/Bat Ado PD,248.8000,Unidad,80,
716,F23CPI-Soporte 3 Cris A 90º C/Bat Ado PI,248.8000,Unidad,80,
717,F23DPD-Soporte 3 Cris A 90º C/Bat Ado Y Tr PD,248.8000,Unidad,80,
718,F23DPI-Soporte 3 Cris A 90º C/Bat Ado Y Tr PI,248.8000,Unidad,80,
719,F24P-Soporte Simple P,33.2000,Unidad,80,
720,F25P-Soporte Simple C/Bat Ado P,51.0400,Unidad,80,
721,F26P-Soporte 2 Cris Chi P,101.5900,Unidad,80,
722,F26BP-Soporte 2 Cris Gra P,186.9200,Unidad,80,
723,F27P-Soporte 2 Cris Chi C/Bat P,99.2300,Unidad,80,
724,F27BP-Soporte 2 Cris Gra C/Bat P,168.9300,Unidad,80,
725,F39P-Soporte 2 Cris A 135º P ,198.2900,Unidad,80,
726,F39AP-Soporte 2 Cris A 135º C/Tr P ,198.2900,Unidad,80,
727,F40P-Soporte 4 Cris A 135º P ,260.1500,Unidad,80,
728,F40AP-Soporte 4 Cris A 135º C/Tr P ,312.5500,Unidad,80,
729,F100-Soporte 2 Cris Y Cv C/Amure Hº ,133.8900,Unidad,80,"(Soporte De Hierro Para Frentes De Mas De 3000 Mm De Alto Para Contravientos De 300, 350 Y 400 Mm)"
730,P01ZSF-Pivot Inf P/Zocalon P/P14SF,56.5000,Unidad,81,
731,P02Z-Pivot Inf. P/Zocalon Uni ,34.8200,Unidad,81,
732,P05Z-Pivot Sup P/Zocalon ,35.4500,Unidad,81,
733,P17Z-Cerradura Inf/Sup P/Zocalon,160.1400,Unidad,81,
734,P21Z-Pasador P/Zocalon,72.9000,Unidad,81,
735,P41ZC-Pivot Sup C/Carro P/Zocalon ,74.1500,Unidad,81,
736,P41ZP-Pivot Inf C/Patin P/Zocalon PEYZ-Accesorio P/Zocalo: ,74.1500,Unidad,81,Soporte Union Cristal / Zocalo (No Posee Precio. Incluido En El Zocalon)
737,PEYZG-Accesorio P/Zocalo: Tapa Gris,3.8200,Unidad,81,
738,PEAI-Perfil 'U' Aº Iº 15x25 X 2.44 Mt Ml ,31.8100,Unidad,82,"(""U"" Que Se Embute En Piso Para Usar De Guia)"
739,Per-Perfil Roma 40x47 X 3/6 Mt Ml ,47.3000,Unidad,82,(Perfil Superior Para Alojar Carros)
740,PEAN25-Perfil 'U' Alu Anod Nat 15x25 X 3/6 Mt Ml ,13.9000,Unidad,82,
741,PEAN40-Perfil 'U' Alu Anod Nat 15x40 X 3/6 Mt Ml ,21.5000,Unidad,82,
742,PEANZ-Perfil Zocalo Alu Anod Nat (Tgt) Ml ,117.6000,Unidad,82,"(Conocido Comunmente Como ""Zocalon"")"
743,PEANYZ-Perfil P/Zocalo Anod Nat (Tgi) Ml ,37.7000,Unidad,82,"(Este Perfil Va Dentro Del Zocalon, Cuando Se Utiliza El Zocalon ""Tgt"" Para Paños Fijos)"
744,Perfil P/Profilit Dintel Alu 950 Ml ,26.5700,Unidad,82,
745,Perfil P/Profilit Umbral Alu 961 Ml ,28.0200,Unidad,82,
746,Perfil P/Profilit Dintel Simple Pvc 962/1 Ml ,9.2600,Unidad,82,
747,Perfil P/Profilit Umbral Simple Pvc 961/1 Ml ,5.4300,Unidad,82,
748,Perfil P/Profilit Dintel Doble Pvc 262/2 Ml ,9.2600,Unidad,82,
749,Perfil P/Profilit Umbral Doble Pvc 961/2 Ml ,5.7400,Unidad,82,
750,"Burlete Goma Por 2,47 Mts. ",23.0600,Unidad,83,"(Burlete Transparente Para 10 Mm) Existen Dos Modelos: Tipo ""F"" Para Encuentro De Paños A 90º - Tipo ""4"" Para Encuentro De Paños A 180º"
751,"Perfil Encuentro C/Burlete X 2,44 M ",82.5200,Unidad,83,(Va En La Parte Anterior De Las Puertas Corredizas)
752,"Perfil Peine C/Burlete X 2,44 M ",82.5200,Unidad,83,"(Va En La Parte Posterior De Las Puertas Corredizas) Los Perfiles Encuentro Y Peine Constan De: A - Perfil ""U"" De Aluminio C/Guia P/Burlete Exterior - B - Burlete ""U"" De Goma Para El Interior De La ""U"" - C - Burlete De Goma Exterior A La ""U"""
753,MP101P-Manijon Aº Iº Curvo Perf A 550 mm,291.8900,Unidad,84,
754,MP102P-Manijon Aº Iº Curvo Perf A 200 mm,132.5600,Unidad,84,
755,MP103P-Manijon Aº Iº Curvo Perf A 150 mm,132.5600,Unidad,84,
756,"MP107P-Manijon Cromado ""L"" Perf A 550/200 mm",92.9900,Unidad,84,
757,MP107B-Manijon Bce 'L' Perf A 550/200 mm,90.2700,Unidad,84,
758,P64BDP-Tirador Meta Esferico P,66.6800,Unidad,84,
759,P64BDP-Tirador Meta Esferico P,66.6800,Unidad,84,
760,P64P-Cubeta P/Pta Corrediza P,37.3100,Unidad,84,
761,P27P-Gemelo P/Manijon Cris Doble P,24.2700,Unidad,84,
762,MCI-Manijon Cris 10 Mm Inc 150x250,23.8900,Unidad,84,
763,MT50-Manijon Alu Anod Natural Ø 50 mm Ml ,57.3600,Unidad,84,
764,P27YV-Accesorio P/MT50 A Vidrio,23.8000,Unidad,84,
765,P27YZ-Accesorio P/MT50 A Zocalo,23.8000,Unidad,84,
766,Reg-Accesorio P/MT50: Regaton,3.8700,Unidad,84,
767,Soporte de Bronce p/ Estante 6mm,0.0000,Unidad,85,
768,Soporte de Bronce p/ Estante 10mm,0.0000,Unidad,85,
769,Esquinero p/ Vidrio,0.0000,Unidad,85,
770,Grampa p/ Vidrio,0.0000,Unidad,85,
771,Bisagra Pivot p/ Vitrina (par),0.0000,Unidad,85,
772,Tirador p/ Puerta Vitrina,0.0000,Unidad,86,
773,Perfil de PVC p/ Vitrina Corrediza (par),0.0000,M.L.,86,
774,Perfil Superior p/ Vitrina Corrediza,59.5000,M.L.,86,
775,Perfil Intermedio p/ Vitrina Corrediza,68.6000,M.L.,86,
776,Perfil Inferior p/ Vitrina Corrediza,57.8600,M.L.,86,
777,Carro Ruleman p/ Vitrina Corrediza,4.9600,Unidad,86,
778,Cerradura Serrucho p/ Vitrina Corrediza,13.2500,Unidad,86,
779,Cortavidrios Silberschnitt (Original),0.0000,Unidad,87,
780,Cortavidrios Silberschnitt (Alternativo),0.0000,Unidad,87,
781,Cortavidrios Toyo,0.0000,Unidad,87,
782,Pinza Plana para vidrios,0.0000,Unidad,88,
783,Perfil J de Aluminio Natural,0.0000,M.L.,89,
784,Perfil J de Aluminio Pintado,0.0000,M.L.,89,
785,Perfil F de Aluminio Natural,0.0000,M.L.,89,
786,Perfil F de Aluminio Pintado,0.0000,M.L.,89,
787,Perfil U de Aluminio Natural 15x25,0.0000,M.L.,89,
788,Perfil U de Aluminio Pintado 15x25,0.0000,M.L.,89,
789,Perfil U de Aluminio Anodizado 15x25,0.0000,M.L.,89,
790,Perfil U de Aluminio Natural 15x40,0.0000,M.L.,89,
791,Perfil U de Aluminio Pintado 15x40,0.0000,M.L.,89,
792,Perfil U de Aluminio Anodizado 15x40,0.0000,M.L.,89,
793,Paño Fijo,0.0000,Unidad,90,
794,Paño Fijo c/ Vidrio Repartido,0.0000,Unidad,90,
795,Ventana Corrediza 2 hojas,0.0000,Unidad,90,
796,Ventana Corrediza 3 hojas,0.0000,Unidad,90,
797,Ventana Corrediza 4 hojas,0.0000,Unidad,90,
798,Ventana Corrediza 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
799,Ventana Corrediza 3 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
800,Ventana Corrediza 4 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
801,Ventana de Rebatir 1 hoja,0.0000,Unidad,90,
802,Ventana de Rebatir 2 hojas,0.0000,Unidad,90,
803,Ventana de Rebatir 3 hojas,0.0000,Unidad,90,
804,Ventana de Rebatir 4 hojas,0.0000,Unidad,90,
805,Ventana de Rebatir 1 hoja c/ Vidrio Repartido,0.0000,Unidad,90,
806,Ventana de Rebatir 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
807,Ventana de Rebatir 3 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
808,Ventana de Rebatir 4 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
809,Ventana Guillotina,0.0000,Unidad,90,
810,Ventana Guillotina c/ Vidrio Repartido,0.0000,Unidad,90,
811,Ventana Oscilobatiente,0.0000,Unidad,90,
812,Ventana Oscilobatiente c/ Vidrio Repartido,0.0000,Unidad,90,
813,Ventiluz,0.0000,Unidad,90,
814,Banderola,0.0000,Unidad,90,
815,Puerta Corrediza 2 hojas,0.0000,Unidad,90,
816,Puerta Corrediza 3 hojas,0.0000,Unidad,90,
817,Puerta Corrediza 4 hojas,0.0000,Unidad,90,
818,Puerta Corrediza 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
819,Puerta Corrediza 3 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
820,Puerta Corrediza 4 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
821,Puerta de Rebatir 1 hoja,0.0000,Unidad,90,
822,Puerta de Rebatir 2 hojas,0.0000,Unidad,90,
823,Puerta de Rebatir 1 hoja c/ Vidrio Repartido,0.0000,Unidad,90,
824,Puerta de Rebatir 2 hojas c/ Vidrio Repartido,0.0000,Unidad,90,
825,Marco Solo para Puerta Placa,0.0000,Unidad,90,
826,Celosía Corrediza,0.0000,Unidad,90,
827,Celosía de Rebatir,0.0000,Unidad,90,
828,Persiana de Enrollar,0.0000,Unidad,90,
829,Mosquitero Fijo,0.0000,Unidad,90,
830,Mosquitero Corredizo,0.0000,Unidad,90,
831,Mosquitero de Rebatir,0.0000,Unidad,90,
832,Mosquitero de Enrollar,0.0000,Unidad,90,
833,Mosquitero Plisado,0.0000,Unidad,90,
834,Premarco,0.0000,Unidad,90,
835,Tapajuntas,0.0000,Unidad,90,
836,Caño Estructural,0.0000,Unidad,91,
837,Hierro Angulo,0.0000,Unidad,92,
838,Planchuela,0.0000,Unidad,93,
839,Tubo Redondo Estructural,0.0000,Unidad,94,
840,Hierro Liso,0.0000,Unidad,95,
841,Hierro Torsionado,0.0000,Unidad,96,
